#OTU ID	C002	C003	C007	C010	C011	C012	C018	C021	C024	C042	C048	C052	C054	K100	K105	K106	K108	K113	K119	K124	K125	K301	K304	K306	K309	K316	S010	S020	S030	S050	S080	S100	S110	S120	S130	S150	S180	S200	S210	S220	S240	S260	S280	S290	S320	S330	Y1	Y10	Y11	Y12	Y13	Y14	Y15	Y2	Y3	Y4	Y5	Y6	Y7	Y8	Y9
C021_38927	0	12	0	0	0	0	2	36	0	0	1	25	0	0	0	6	4	0	0	2	0	0	7	0	3	0	0	47	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	42	0	3	31	0	0	20	0	1	15	4	0	0	0
S290_216428	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	16	0	1	0	0	0
C003_5138	0	44	1	1	3	1	3	48	92	1	0	89	7	172	26	41	28	54	0	11	0	26	93	183	36	2	20	14	4	0	5	1	4	13	6	37	9	8	1	0	46	49	0	34	1	126	23	46	59	240	618	264	310	66	6	22	72	57	94	169	66
K108_49254	0	3	0	0	1	0	8	0	0	1	0	0	0	0	0	13	85	11	0	0	0	0	0	0	0	0	0	27	0	0	0	0	3	0	0	0	0	0	0	11	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
K105_8132	0	1	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C003_312041	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	2	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0
C011_88710	0	1	2	0	2	0	0	1	0	0	0	0	0	0	12	0	2	2	0	0	0	0	2	1	0	0	5	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C018_94544	0	2	0	0	0	0	40	3	0	1	4	3	0	0	0	0	3	0	0	0	0	0	10	0	0	0	8	0	8	0	0	0	0	2	6	0	87	0	0	0	0	1	59	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
C003_357444	0	2	113	0	2	0	0	17	27	9	0	23	21	0	22	97	102	35	0	7	0	29	37	0	1	0	2	121	31	0	0	40	86	0	0	0	276	23	93	144	0	0	6	0	0	0	39	0	0	11	25	0	32	1	3	0	0	0	0	2	14
C011_150723	0	9	0	0	64	0	1	14	0	5	70	0	0	0	45	19	33	45	20	0	0	4	13	0	0	0	79	0	0	1	89	47	1	6	1	0	0	154	1	0	0	0	51	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0
C024_141192	0	6	0	0	0	0	0	0	6	7	26	0	0	0	0	2	0	0	11	2	0	0	0	0	0	0	0	16	8	12	0	8	0	0	0	0	0	5	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K106_81221	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C003_257405	0	48	124	0	0	0	8	0	0	5	31	4	0	0	50	6	45	0	0	0	0	1	5	0	0	1	0	0	0	0	0	9	0	108	0	0	0	9	1	0	1	0	0	135	0	1	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0
C003_160141	0	5	0	0	0	0	3	0	0	0	1	0	0	0	2	1	1	0	1	2	0	3	0	0	0	0	1	5	1	0	1	1	0	1	1	0	1	0	0	0	0	0	4	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
C012_18959	0	5	5	0	17	9	23	0	0	15	9	0	1	0	0	8	8	0	10	0	0	1	0	0	0	0	18	0	20	0	10	12	6	43	0	0	0	7	3	0	0	0	20	4	0	0	0	0	0	0	2	0	11	1	0	0	30	0	0	0	0
K119_30117	0	1	2	1	2	0	0	2	0	0	1	1	0	0	2	0	1	0	3	1	0	0	0	0	0	0	6	1	11	0	5	1	1	0	0	0	2	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C011_253269	0	2	0	0	24	1	0	29	0	0	1	2	1	1	41	34	0	0	0	0	0	7	79	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
K108_107920	0	7	0	0	0	0	0	0	1	0	0	0	0	2	0	0	53	20	0	0	6	0	0	0	8	0	0	12	0	0	0	0	24	92	0	0	3	1	0	0	0	0	1	0	0	0	0	54	0	4	1	0	1	0	7	0	3	1	0	3	33
C003_367355	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C010_220119	0	1	0	51	1	1	0	320	5	215	0	24	0	0	0	122	0	1	9	19	1	0	90	0	3	0	77	0	1	0	1	231	9	0	6	0	0	1	1	0	0	218	84	1	0	474	0	3	0	0	0	1	0	9	23	2	765	71	0	0	0
C024_187179	0	5	0	0	0	0	0	14	28	0	0	0	247	1	1	0	0	0	0	0	6	0	7	0	0	0	3	69	0	4	0	0	0	0	0	0	0	44	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	5	0	0	22
C048_58486	0	3	0	0	0	0	0	0	0	0	66	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	85	0	1	2	0	0	0	0	0	0	0	4	0	1	0	1	1	0	0	2	0	0	0	0	0	0	10
K301_129610	0	2	2	0	3	0	1	1	0	0	2	0	0	0	0	0	6	0	5	0	0	2	0	0	0	0	0	1	1	0	0	0	2	2	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K108_31609	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C018_118844	0	2	1	0	0	0	8	0	2	4	0	2	0	0	1	1	6	0	7	3	0	0	5	5	0	0	14	0	5	0	25	0	0	16	0	0	0	20	0	0	0	0	7	0	0	0	2	1	0	0	9	0	0	0	0	0	0	0	0	0	0
C018_60248	0	1	0	0	0	3	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C021_37746	0	1	0	43	29	0	0	10	0	1	0	0	0	0	0	7	0	0	0	0	0	0	7	0	0	0	26	65	0	0	15	13	0	28	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C007_69773	0	1	43	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
S120_145638	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	1	4	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K108_92510	0	1	0	0	4	0	0	0	0	0	0	0	0	0	1	0	20	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y2_16567	0	5	0	0	0	0	0	0	0	0	0	2	0	0	4	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
C052_218532	0	2	0	0	0	0	9	0	0	5	0	19	2	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C010_125533	0	1	7	2	1	0	1	3	0	0	1	2	1	0	0	0	1	1	0	0	6	3	1	4	10	14	0	11	0	10	7	7	2	2	0	0	5	2	0	0	0	7	3	1	0	0	6	1	0	20	3	2	4	0	0	0	0	2	2	6	3
S020_53940	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C007_209038	0	1	24	6	0	20	0	0	0	0	0	2	0	0	0	1	2	1	2	0	0	5	0	7	0	2	0	0	0	0	8	1	0	1	3	1	0	0	2	0	4	0	0	0	0	0	1	8	0	12	0	0	1	0	0	0	0	0	0	3	5
C024_166365	0	1	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
C007_40392	0	1	6	0	4	3	4	2	0	2	2	0	0	0	2	3	2	2	7	0	0	0	5	0	0	0	1	0	1	2	0	0	1	0	0	0	0	4	0	2	4	0	0	3	0	0	0	0	0	0	3	0	5	3	0	0	2	0	0	1	0
C042_290631	0	3	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C011_48454	0	1	0	40	428	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	172	19	0	43	0	0	0	7	17	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C007_121255	0	1	32	0	1	0	0	1	0	13	12	0	0	0	5	2	0	0	3	1	1	21	4	0	0	0	2	0	14	53	11	0	4	0	0	0	0	1	0	0	0	1	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4
C021_458931	0	1	0	1	1	0	2	60	1	1	84	468	26	1	2	3	0	19	0	1	6	279	484	0	0	0	0	158	0	0	0	5	0	1	16	4	0	3	0	1	0	0	2	1	1	1	0	0	0	0	0	3	5	1	1	1	0	0	1	6	0
S050_345	0	1	0	0	0	7	0	0	0	5	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	6	0	1	0	1	0	0	0	15	0	9	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S010_50729	0	3	0	0	0	2	0	0	0	0	1	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	2	1	0	2	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
C010_121240	0	2	1	24	3	0	2	4	4	8	4	0	0	0	4	4	3	4	5	11	0	0	2	0	0	2	8	16	2	1	7	14	0	10	0	17	0	22	3	0	0	0	2	0	0	2	1	0	0	3	0	2	2	1	0	2	2	0	0	11	0
C007_14672	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K106_38945	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	11	5	1	0	0	0	0	0	0	0	0	0	3	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S080_182862	0	2	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4	2	0	0	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
K105_248973	0	2	0	0	0	0	0	11	1	0	0	4	0	0	14	12	5	13	0	1	0	7	5	0	0	0	1	1	0	0	0	5	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8	0	0	0	0	0	3	0	0	2	0
K113_10555	0	1	0	0	3	1	0	0	0	3	3	0	1	0	0	3	0	5	0	0	0	0	1	2	0	0	0	0	0	5	0	2	0	0	0	0	1	1	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K105_14948	0	1	3	0	5	0	6	1	0	1	4	0	0	0	26	0	3	0	0	0	0	1	2	0	0	0	5	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	4	0	0	1	0	0	15	0	0	0	0
C048_39970	0	1	0	0	0	0	0	1	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	19	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
C054_195480	0	1	0	3	0	0	0	0	0	2	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	20	19	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C052_41055	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	6	0	1	12	0	0	0	2	0	0	0	0	0	0	0	3	0	2	0	0	0	1	0	0	0	0
C024_27656	0	1	0	0	0	0	0	0	30	0	0	8	185	0	31	0	0	0	0	0	0	0	17	0	35	2	1	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C012_20421	0	1	0	0	0	44	0	0	9	0	0	0	0	0	0	0	7	0	2	0	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	1	0	40	0	0	7	0	1	3	2	12	0
C010_113020	0	1	1	3	0	3	0	0	0	2	2	2	1	0	0	1	3	0	9	0	0	2	1	0	1	0	0	0	0	1	0	0	0	0	7	1	0	0	1	8	0	0	0	0	0	1	2	0	0	2	0	0	1	0	0	1	1	0	2	0	0
C007_223151	0	1	28	0	0	2	16	3	0	0	27	3	0	0	0	0	33	0	0	0	0	0	2	0	0	0	30	0	5	0	14	0	0	0	0	0	0	19	0	0	2	1	0	0	0	0	0	0	0	0	0	0	11	0	4	0	0	0	0	0	0
C007_53518	0	0	25	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	2	0	0	0	0	3	1	0	0	0	30	4	2	0	6	0	0	2	0	0	0	2	5	0	0	0	1	0	0	0	0	3	0
C011_71508	0	0	313	0	737	0	0	59	0	101	0	0	0	0	145	0	0	0	0	939	0	0	0	63	0	0	144	0	286	0	0	264	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	1
C048_28675	0	0	946	0	0	5	0	19	0	0	228	36	0	868	0	132	0	0	85	0	34	53	57	207	40	1	0	0	81	0	1	0	164	0	2	0	0	35	1	1	0	0	5	1	0	0	1	0	0	139	247	9	550	9	17	0	223	0	820	7	987
C007_24453	0	0	77	0	0	0	0	325	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	68	2	1	0	0	0	0	1
C007_237053	0	0	127	1	0	76	0	0	33	227	99	0	1	0	0	41	56	30	49	142	2	0	0	0	0	0	1	0	48	0	0	0	0	0	35	0	0	1	0	30	76	55	13	0	0	0	21	0	0	0	62	0	0	0	22	0	0	1	0	88	0
C024_182532	0	0	1	5	1	0	0	0	559	0	0	1	0	3	0	0	0	0	0	0	0	0	0	66	0	1	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	88	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
C007_303601	0	0	56	0	44	1	0	6	0	3	28	0	0	0	8	1	5	0	0	2	1	4	0	0	0	0	4	0	26	23	18	3	13	9	3	0	1	1	0	38	1	0	13	0	0	0	1	0	0	2	0	1	12	12	0	0	8	0	0	0	1
K301_86280	0	0	37	0	0	0	0	0	0	0	0	3	0	0	1	0	1	3	0	0	0	10	1	13	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	28	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
C007_184539	0	0	27	0	0	0	0	0	0	0	15	0	0	0	0	21	0	0	7	0	0	11	6	0	0	6	0	0	35	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C007_262894	0	0	26	0	0	0	0	2	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	1	0	0	0	4	2	0	0	0	1	5	5	0	0	0	0	0	0	0	0	0	0	1	0	5	3	0	0	3	0	0	0	0
C007_88744	0	0	113	0	1	0	0	93	0	0	0	0	0	0	97	0	0	131	0	7	0	373	59	0	0	0	0	1	146	0	0	0	156	0	12	0	0	0	0	0	0	0	0	1	0	0	0	98	0	98	37	2	0	0	0	5	281	1	0	0	0
C007_12456	0	0	65	0	83	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	79	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	5	0	184	0	0	0	0	0	0	0
K119_219220	0	0	4	3	4	0	0	0	0	4	0	0	0	0	0	1	1	4	1	1	0	0	0	0	0	0	0	2	2	0	7	1	0	0	0	0	21	2	1	0	0	0	1	2	0	0	0	0	0	1	0	0	9	10	0	0	6	4	0	0	1
C021_232675	0	0	4	0	6	0	0	12	0	4	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C010_221556	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	8	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C007_143886	0	0	53	11	0	0	0	0	0	0	30	0	0	0	0	0	1	8	6	0	0	0	0	0	0	0	0	4	0	0	7	0	4	4	11	0	0	0	4	0	48	0	1	25	54	0	0	0	0	2	0	0	11	0	0	0	1	0	0	0	0
K106_182189	0	0	4	3	24	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	4	4	0	0	0	1	11	6	0	0	3	9	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0
C007_176458	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
K124_5174	0	0	6	0	0	0	7	5	0	0	0	7	0	24	33	5	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	2	1	0	0	9	1	0	84	0	0	0	2	1	42	0	218
C007_185606	0	0	4	9	0	6	4	0	0	0	2	0	0	0	0	1	3	0	0	2	0	2	1	0	0	0	1	1	1	2	0	0	0	1	0	0	0	2	0	2	0	0	5	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
K306_13891	0	0	7	0	0	0	1	0	1	2	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	4	1	0	0	0	1	0	0	2	1	2	0	0	0	1	0	6	0	0	0	0	0	0	2	0	0	0	1	7	0	0	0
K125_26739	0	0	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	259	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
C024_159014	0	0	1	0	0	2	0	2	8	0	0	0	0	0	0	1	1	0	0	0	0	1	0	19	0	1	0	0	0	28	0	2	0	0	0	16	0	0	121	0	8	0	0	1	0	11	2	0	0	0	1	1	2	0	0	0	0	1	0	0	0
C011_71650	0	0	10	2	55	7	0	1	3	30	151	9	18	0	0	0	17	13	41	0	0	2	0	0	0	0	2	1	36	1	5	0	34	0	0	0	7	1	0	0	0	0	4	0	0	1	0	0	0	4	0	0	9	0	0	1	4	0	0	1	1
C052_9661	0	0	11	23	1	7	0	11	22	1	0	1505	0	0	1	1	0	3	0	14	16	0	1	464	3	0	0	2	0	1	0	26	0	1	5	4	3	0	126	36	16	0	0	57	4	2	3	3	1	5	8	3	2	1	0	0	2	3	1	1	2
S330_313752	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C007_13095	0	0	13	4	4	0	66	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	9	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
S110_26704	0	0	18	3	10	217	5	0	1	18	187	0	1	1	0	0	4	1	0	0	1	0	0	9	1	1	2	3	1	80	208	29	517	35	32	1	17	1	17	74	1	1	72	11	0	5	1	1	6	0	2	0	0	0	0	0	1	0	0	0	0
C007_360997	0	0	10	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
C021_305273	0	0	11	0	0	0	0	6	0	3	21	0	0	0	66	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	32	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C007_9722	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	2	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0
S120_191312	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C007_294292	0	0	10	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	15	3	0	1	0	1	0	0	13	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
K316_207069	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	13	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	11	0	0	0	4	0	0	1	0	0	0
C007_339438	0	0	10	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	21	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
S220_110058	0	0	3	0	0	1	1	0	0	0	0	0	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	3	5	0	7	1	0	1	6	3	0	4	3	0	0	0	0	0	8	0	0	0	1	2	0	1	0	0	1	0
C007_275016	0	0	9	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	18	5	0	7	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
C048_95907	0	0	5	4	29	2	0	1	0	16	25	0	30	0	0	5	11	1	7	0	0	2	0	0	0	0	0	0	32	0	0	0	35	0	0	0	5	1	0	0	0	0	17	0	0	0	0	0	0	2	3	0	0	0	0	1	15	0	0	0	5
C018_35850	0	0	1	0	0	15	3	8	0	0	5	9	0	0	6	18	0	6	0	2	0	0	3	0	0	0	9	0	0	0	0	0	7	8	6	0	0	7	0	0	0	4	0	0	0	3	0	0	0	1	0	8	22	4	0	0	0	0	0	1	0
Y5_156925	0	0	1	1	0	0	4	0	0	0	5	2	0	0	1	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	16	0	0	0	1	0	0	2	0	0	4	97	31	1	0	0
C007_219158	0	0	8	0	0	0	9	0	0	1	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	6	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S180_16460	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C018_83729	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	4	0	1	0	0	1	0	0	0	0	0	0	3	0	1	2	5	0	1	0	0	1	0	0	3	0	0	0	4	0	3	3
C048_118293	0	0	2	0	0	0	0	1	0	0	555	0	1	0	193	0	162	0	0	0	1	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	1	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
C007_315978	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C010_60997	0	0	1	109	30	99	61	18	0	0	0	0	0	0	2	0	0	0	0	14	0	0	2	0	0	0	0	0	188	0	0	0	0	56	1	0	18	27	0	62	0	0	398	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C048_106064	0	0	1	0	0	0	0	2	0	0	43	0	0	0	0	0	0	0	152	1	9	0	0	0	0	0	0	0	1	0	21	8	37	0	0	0	0	4	0	0	0	0	18	0	0	0	0	1	0	19	0	0	0	0	0	0	0	2	0	10	0
C007_223347	0	0	3	0	0	0	0	0	0	6	6	0	0	0	12	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	24	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0
S150_18711	0	0	2	0	0	1	0	0	0	2	1	0	3	0	0	0	0	1	9	6	0	0	0	14	1	0	1	2	2	0	4	3	3	0	1	24	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	2	0	0	0	0
K106_170843	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	5	2	0	5	28	0	0	0	0	0	0	0	11	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
